EmployeeID,FirstName,LastName,Email,Gender,NewJoiner,LearningPending,Salary,Rating
604-26-0205,Leslie,Heidenreich,andres.mosciski@gmail.com,Male,TRUE,TRUE,64579,3
430-66-4334,Eli,Bayer,rolf.becker@yahoo.com,Non-Binary,TRUE,FALSE,70036,2
561-31-2950,Herschel,Schimmel,timothy.davis@gmail.com,Non-Binary,TRUE,TRUE,88148,2
332-49-0551,Bernita,Erdman,hermelinda.smith@gmail.com,Female,FALSE,TRUE,106956,0
212-19-2673,Monnie,Rempel,fidelia.mccullough@yahoo.com,Male,FALSE,FALSE,160106,5
289-03-8527,Philip,Aufderhar,fidel.paucek@hotmail.com,Male,FALSE,TRUE,65620,2
001-80-0603,Terrell,Larkin,frederic.shanahan@hotmail.com,Non-Binary,FALSE,TRUE,76655,2
243-64-1914,Graig,Roob,marilee.block@yahoo.com,Non-Binary,FALSE,TRUE,59727,4
653-07-0630,Buster,Turcotte,curtis.fisher@gmail.com,Female,FALSE,FALSE,124328,5
178-81-6355,Rubin,Murray,dustin.feil@hotmail.com,Female,TRUE,FALSE,192588,5
657-32-9418,Steve,Pfeffer,latoya.kulas@gmail.com,Non-Binary,TRUE,FALSE,69608,0
604-57-0067,Iesha,Schoen,kareen.franecki@hotmail.com,Male,TRUE,TRUE,105993,1
034-51-2043,Karleen,Kertzmann,tayna.lowe@gmail.com,Male,TRUE,FALSE,153538,0
472-32-6840,Kathey,Fisher,nancey.bashirian@gmail.com,Female,TRUE,TRUE,171298,5
692-98-6992,Shanti,Haley,faustino.roob@gmail.com,Male,FALSE,FALSE,130817,0
415-26-2983,Darci,Baumbach,phil.wilderman@gmail.com,Non-Binary,FALSE,FALSE,169318,0
476-87-9809,Doug,Bednar,clora.okeefe@gmail.com,Non-Binary,TRUE,FALSE,53788,4
374-08-1161,Johnnie,Harber,alex.kessler@hotmail.com,Male,FALSE,TRUE,56273,1
392-19-3040,Melodee,Terry,eladia.gutmann@yahoo.com,Non-Binary,FALSE,TRUE,190586,3
679-28-0386,Kimbery,Armstrong,demarcus.toy@yahoo.com,Male,FALSE,FALSE,53336,5
710-23-3928,Florene,O'Keefe,dewayne.hartmann@hotmail.com,Non-Binary,TRUE,FALSE,87622,0
811-63-3394,Herb,Bode,val.feil@hotmail.com,Male,FALSE,FALSE,90430,3
069-87-5761,Olinda,Kozey,lucia.balistreri@gmail.com,Female,TRUE,FALSE,50504,4
622-12-6974,Jeneva,Hahn,carter.von@hotmail.com,Non-Binary,FALSE,FALSE,178314,0
407-87-7450,Garfield,McClure,jewell.halvorson@gmail.com,Non-Binary,TRUE,FALSE,153568,3
166-43-9497,Dirk,Friesen,donny.roob@yahoo.com,Female,FALSE,FALSE,80325,1
487-60-0618,Donte,Dare,scott.koss@yahoo.com,Non-Binary,FALSE,TRUE,127750,0
061-01-4029,Ellamae,Bosco,elana.pacocha@gmail.com,Male,TRUE,FALSE,71700,5
508-29-0570,Shanita,Powlowski,hillary.langosh@hotmail.com,Female,TRUE,FALSE,64609,2
750-60-1796,Ann,Balistreri,emile.kuhlman@yahoo.com,Female,FALSE,TRUE,77843,1
710-59-9136,Dorla,Murazik,ruthe.langworth@yahoo.com,Female,TRUE,TRUE,132086,1
309-58-8156,Karyl,Dach,eddy.williamson@gmail.com,Male,TRUE,FALSE,113722,4
438-23-0014,Raisa,Ullrich,hung.raynor@yahoo.com,Female,FALSE,FALSE,189295,5
508-37-0661,Jarrod,Davis,marcelo.wolf@hotmail.com,Female,FALSE,TRUE,198766,2
040-91-9902,Enrique,Schoen,lora.marquardt@hotmail.com,Female,FALSE,FALSE,119044,3
844-27-6397,Patricia,Hand,kathe.abernathy@yahoo.com,Male,FALSE,TRUE,59837,2
419-08-2849,Sommer,Sanford,devin.daniel@yahoo.com,Non-Binary,TRUE,TRUE,169180,2
215-17-6268,Marlin,Mraz,samantha.goldner@gmail.com,Non-Binary,TRUE,TRUE,129824,2
206-58-9728,Allan,Rutherford,wilbur.cartwright@hotmail.com,Female,TRUE,TRUE,129094,4
728-11-7773,Erwin,Price,willene.rodriguez@yahoo.com,Female,FALSE,TRUE,79476,2
059-30-3582,Rebecca,Johns,keri.bednar@gmail.com,Female,TRUE,TRUE,163982,1
026-80-1276,Lavelle,Champlin,manuel.kilback@gmail.com,Non-Binary,FALSE,TRUE,183473,4
052-55-4747,Kris,Reilly,deena.hettinger@hotmail.com,Female,TRUE,TRUE,131459,4
011-81-6302,Jerrell,Ortiz,bertram.collier@gmail.com,Non-Binary,FALSE,TRUE,169044,2
851-50-2818,Adelaida,Schuppe,michaele.parker@hotmail.com,Male,FALSE,FALSE,130472,0
617-59-5490,Marco,Hane,greg.schuppe@yahoo.com,Male,FALSE,TRUE,126498,0
685-75-4991,Benito,Blick,rico.erdman@yahoo.com,Female,FALSE,TRUE,119711,2
393-28-6135,Dillon,Stroman,raphael.rohan@yahoo.com,Non-Binary,TRUE,TRUE,158140,0
050-36-3766,Florance,Goyette,elias.mayert@yahoo.com,Non-Binary,FALSE,TRUE,69849,0
484-08-1583,Madeline,Schamberger,leo.kohler@hotmail.com,Non-Binary,FALSE,FALSE,74423,5
004-91-3766,America,MacGyver,mathilda.kling@hotmail.com,Female,TRUE,FALSE,125168,2
800-84-4809,Yuko,Langosh,janet.boyer@yahoo.com,Non-Binary,TRUE,TRUE,134700,5
542-78-9771,Rusty,Kirlin,thanh.swaniawski@gmail.com,Male,TRUE,FALSE,57792,4
809-07-1267,Tory,Purdy,madalyn.zemlak@gmail.com,Male,FALSE,FALSE,148637,4
451-15-3679,Obdulia,Crist,svetlana.denesik@yahoo.com,Non-Binary,FALSE,FALSE,92833,2
091-91-6557,Mirella,Collier,jamey.funk@yahoo.com,Female,FALSE,FALSE,169891,0
432-35-0393,Wiley,Schroeder,melvin.bartoletti@hotmail.com,Non-Binary,FALSE,TRUE,143995,0
665-49-9794,Tameka,Ryan,scottie.walter@hotmail.com,Female,FALSE,FALSE,135129,1
240-76-3173,Nita,Marvin,clinton.wehner@hotmail.com,Male,FALSE,TRUE,108656,1
070-88-1768,Leonila,Bradtke,dick.kuphal@gmail.com,Female,FALSE,FALSE,136008,4
865-83-3293,Verda,Jacobi,inez.barton@yahoo.com,Female,TRUE,TRUE,188155,4
140-76-1999,Ariel,Bartoletti,palma.leuschke@gmail.com,Male,TRUE,FALSE,86945,0
729-31-1186,Olive,Nicolas,molly.kertzmann@yahoo.com,Female,TRUE,TRUE,92085,0
130-86-9732,Veola,Bashirian,evon.effertz@gmail.com,Non-Binary,TRUE,TRUE,109602,2
649-59-5159,Londa,Weber,hyman.carter@hotmail.com,Male,TRUE,FALSE,140262,3
160-81-6640,Jeanie,Welch,palmer.gislason@gmail.com,Non-Binary,FALSE,TRUE,85413,4
154-43-7067,Randee,Gaylord,jude.grady@hotmail.com,Male,TRUE,TRUE,123249,3
750-89-3684,Travis,Marvin,kam.renner@hotmail.com,Male,FALSE,FALSE,174353,3
896-34-5178,Mary,Koss,joie.koelpin@gmail.com,Female,TRUE,TRUE,152376,3
123-49-7016,Cheree,Corkery,jerald.brakus@yahoo.com,Male,TRUE,TRUE,64902,1
306-92-7961,Marni,Becker,cicely.beier@yahoo.com,Non-Binary,FALSE,FALSE,134560,1
779-77-7057,Benjamin,Conn,eduardo.kuhlman@gmail.com,Female,TRUE,FALSE,194238,3
189-91-0061,Glinda,Kovacek,deshawn.frami@yahoo.com,Female,TRUE,TRUE,99190,4
532-99-8147,Torri,Langosh,robert.heaney@gmail.com,Female,FALSE,FALSE,163272,1
003-76-6865,Youlanda,Cremin,bette.moen@gmail.com,Male,FALSE,FALSE,177724,1
008-05-9966,Brian,DuBuque,clint.cronin@hotmail.com,Male,TRUE,TRUE,63695,2
571-35-3318,Gavin,Jaskolski,azucena.hessel@yahoo.com,Male,TRUE,FALSE,190800,4
369-72-4917,Zoila,Durgan,hunter.bogan@gmail.com,Non-Binary,TRUE,FALSE,130707,0
330-88-9758,Graciela,Krajcik,cori.jones@gmail.com,Male,FALSE,FALSE,115648,0
499-75-9135,Florentina,Kautzer,derrick.dickinson@gmail.com,Female,TRUE,TRUE,133491,0
232-90-9890,Jordan,Raynor,fletcher.sporer@yahoo.com,Male,FALSE,TRUE,80675,5
409-14-4479,Hope,Denesik,renita.powlowski@yahoo.com,Non-Binary,FALSE,FALSE,98243,1
564-89-1004,Juanita,Grimes,douglass.walter@gmail.com,Male,FALSE,TRUE,69541,1
470-55-3208,Min,Maggio,leatrice.anderson@yahoo.com,Non-Binary,FALSE,FALSE,81372,4
059-14-6799,Garret,Willms,londa.mccullough@yahoo.com,Male,TRUE,TRUE,124728,1
167-87-8936,Matt,Treutel,candida.johnson@gmail.com,Male,TRUE,TRUE,90064,2
812-58-3007,Clay,Miller,king.cruickshank@hotmail.com,Male,TRUE,FALSE,67468,1
796-49-7230,Scottie,Aufderhar,terry.dare@hotmail.com,Female,FALSE,TRUE,87851,0
247-89-0682,Lavona,Boyle,sanda.pfeffer@yahoo.com,Female,TRUE,TRUE,119675,3
594-43-7680,Keith,Bechtelar,ezekiel.beahan@hotmail.com,Female,TRUE,FALSE,130120,5
316-18-0433,Oscar,Stroman,syble.ward@hotmail.com,Female,TRUE,FALSE,172985,3
582-16-4790,Loreta,Kautzer,carson.lockman@gmail.com,Non-Binary,FALSE,FALSE,60534,2
819-57-9653,Sharee,Quitzon,albert.hahn@gmail.com,Female,TRUE,TRUE,170971,0
396-73-1145,Shirely,Dicki,erin.swaniawski@hotmail.com,Non-Binary,TRUE,TRUE,97337,5
552-11-2152,Lucila,Zulauf,jerome.glover@gmail.com,Non-Binary,FALSE,TRUE,111752,4
531-91-1714,Julissa,Schaefer,maura.shields@hotmail.com,Female,FALSE,FALSE,164645,2
727-90-8027,Alexander,Flatley,delilah.morar@hotmail.com,Male,TRUE,TRUE,178395,5
883-38-2593,Tracey,Klein,deeann.wisoky@gmail.com,Female,FALSE,FALSE,57292,4
113-50-1732,Gordon,Luettgen,curt.okuneva@hotmail.com,Male,FALSE,FALSE,115327,4
191-14-7086,Ellsworth,Gorczany,juan.cummings@hotmail.com,Male,FALSE,FALSE,71308,3
721-06-5408,Cedric,Waelchi,eloy.lynch@hotmail.com,Non-Binary,TRUE,FALSE,60531,0
203-40-4782,Marica,Kunde,claribel.hamill@gmail.com,Female,TRUE,TRUE,124860,5
076-59-6444,Linnie,Little,arnetta.schimmel@hotmail.com,Female,TRUE,TRUE,141679,5
584-51-2797,Donald,Ortiz,donovan.cronin@yahoo.com,Female,TRUE,TRUE,187793,0
410-99-3144,Olen,Bogisich,marvis.mueller@yahoo.com,Male,FALSE,FALSE,78006,2
464-12-5635,Mable,Bernhard,aleta.wiza@yahoo.com,Female,TRUE,TRUE,112660,5
261-90-1069,Mira,Considine,dusti.barrows@yahoo.com,Non-Binary,TRUE,FALSE,168231,1
439-24-5320,Shameka,Walsh,kendrick.wolff@gmail.com,Male,FALSE,FALSE,68765,5
483-64-5554,Ozie,Von,elliot.russel@hotmail.com,Non-Binary,TRUE,FALSE,135921,5
637-55-6455,Evelyn,Robel,silva.medhurst@hotmail.com,Female,TRUE,FALSE,83527,5
504-48-5408,Cindie,Will,eduardo.borer@gmail.com,Male,FALSE,FALSE,50087,0
212-76-4985,Everett,Emmerich,lonny.schoen@hotmail.com,Non-Binary,FALSE,FALSE,176176,2
840-59-9443,Alexandra,DuBuque,leopoldo.marvin@gmail.com,Female,FALSE,TRUE,184188,2
561-96-6603,Glenn,Effertz,eda.rodriguez@gmail.com,Female,TRUE,FALSE,75833,2
818-52-4261,Hong,Moore,carlyn.west@yahoo.com,Male,TRUE,FALSE,127293,4
198-24-6678,Loralee,Von,jared.zboncak@hotmail.com,Non-Binary,FALSE,FALSE,86494,5
450-17-2427,Anibal,Torphy,mercy.bosco@yahoo.com,Male,TRUE,FALSE,151455,3
290-03-6499,Wesley,Oberbrunner,evan.kuhic@hotmail.com,Male,TRUE,FALSE,168748,1
846-67-1964,Lezlie,Cartwright,florencio.dickens@hotmail.com,Male,FALSE,FALSE,146688,0
631-04-7130,Kyung,Gibson,donnie.cole@yahoo.com,Female,FALSE,FALSE,187222,3
113-13-3411,Alton,Leannon,hilton.spencer@gmail.com,Male,TRUE,TRUE,54100,4
134-86-3567,Jamie,Nolan,hoyt.koch@gmail.com,Non-Binary,FALSE,TRUE,147414,3
626-23-9092,Juliet,Wuckert,collin.ledner@gmail.com,Male,FALSE,FALSE,119207,0
891-69-9349,Necole,Kirlin,emery.hoppe@hotmail.com,Female,TRUE,TRUE,54034,1
416-52-1602,Sau,Casper,nell.jast@gmail.com,Female,FALSE,TRUE,87125,0
579-35-3619,Teddy,Emard,shawn.hessel@hotmail.com,Female,TRUE,TRUE,175167,4
678-72-6661,Deandre,Hartmann,yan.morar@gmail.com,Female,FALSE,FALSE,142772,0
865-04-3393,Ettie,Howe,tashia.wiegand@hotmail.com,Male,TRUE,FALSE,173193,2
307-32-0919,Agustin,Gislason,mara.luettgen@hotmail.com,Male,FALSE,TRUE,81457,4
892-05-8965,Val,Willms,bertram.bahringer@gmail.com,Female,FALSE,TRUE,144839,3
637-10-1060,Allan,White,raymundo.cremin@hotmail.com,Female,TRUE,TRUE,171522,0
186-63-0045,Vernon,Deckow,ashlyn.bednar@hotmail.com,Non-Binary,FALSE,FALSE,163393,2
212-58-2737,Gemma,Gutkowski,donnie.harvey@yahoo.com,Female,TRUE,TRUE,62656,2
474-31-8052,Tomas,Gusikowski,milda.bartell@gmail.com,Female,TRUE,FALSE,115668,4
561-98-6882,Newton,Stiedemann,corina.ankunding@yahoo.com,Non-Binary,FALSE,FALSE,124215,5
766-83-6532,Lou,Bartoletti,janetta.schowalter@yahoo.com,Male,FALSE,FALSE,199233,3
379-08-3629,Annmarie,Fritsch,jordon.shields@hotmail.com,Female,TRUE,FALSE,181233,5
411-88-5415,Dennis,Greenfelder,beatris.cruickshank@hotmail.com,Female,FALSE,TRUE,97897,5
094-42-5494,Ping,Monahan,deja.mckenzie@hotmail.com,Non-Binary,FALSE,TRUE,60216,5
433-42-0398,Colton,Romaguera,antone.bins@hotmail.com,Male,TRUE,FALSE,137555,5
416-85-8759,Abraham,O'Conner,willia.hermiston@hotmail.com,Non-Binary,FALSE,TRUE,71356,5
558-81-5109,Madison,Miller,carmelo.orn@hotmail.com,Female,FALSE,TRUE,88483,1
079-36-9027,Angeles,Kreiger,devon.willms@hotmail.com,Non-Binary,FALSE,TRUE,83080,1
468-06-1574,Tim,Johns,shannon.mcdermott@gmail.com,Non-Binary,FALSE,TRUE,103640,2
215-69-7276,Lovetta,Collins,margarite.volkman@yahoo.com,Female,FALSE,TRUE,98505,3
830-42-8726,Ethan,Fadel,edgardo.wuckert@gmail.com,Female,FALSE,TRUE,137102,5
289-38-8066,Tommie,Cole,pearl.kling@gmail.com,Non-Binary,TRUE,TRUE,197437,5
624-09-6912,Michiko,Gibson,jefferson.hegmann@gmail.com,Male,FALSE,FALSE,84467,0
066-37-5407,Carlena,Douglas,marion.rempel@hotmail.com,Non-Binary,TRUE,TRUE,101739,3
510-10-8434,Tonda,Schuster,jeffery.kunde@hotmail.com,Male,TRUE,TRUE,67573,0
802-94-4703,Ross,Lang,vivien.altenwerth@hotmail.com,Female,FALSE,TRUE,143199,1
411-62-4462,Stefan,Olson,bobbie.ziemann@yahoo.com,Male,FALSE,TRUE,74168,2
075-45-4505,Donna,Klein,rona.turcotte@gmail.com,Male,FALSE,TRUE,131273,5
059-81-4588,Ellis,Hintz,aleida.connelly@gmail.com,Male,TRUE,TRUE,93304,2
411-06-6406,Eufemia,Grimes,lajuana.ritchie@hotmail.com,Non-Binary,FALSE,TRUE,109709,0
443-51-1063,Horacio,Kautzer,karla.barton@yahoo.com,Non-Binary,FALSE,FALSE,128783,3
120-35-7798,Edyth,Lebsack,sabine.boyer@yahoo.com,Male,TRUE,TRUE,76363,4
210-86-1406,Shirlene,Rogahn,chauncey.steuber@gmail.com,Non-Binary,FALSE,FALSE,179286,1
254-15-3374,Lorie,Cartwright,gerard.boehm@gmail.com,Non-Binary,TRUE,FALSE,183901,2
696-38-0510,Milton,Heidenreich,nina.labadie@yahoo.com,Male,FALSE,TRUE,121345,3
856-99-3380,Leigh,Gerlach,lynwood.hickle@gmail.com,Female,TRUE,TRUE,101422,0
254-91-4192,Kirstin,Zboncak,monet.goyette@gmail.com,Non-Binary,TRUE,FALSE,78122,4
826-92-8033,Eduardo,Schimmel,delorse.lubowitz@gmail.com,Male,TRUE,FALSE,95358,1
518-41-7424,Kenny,Kovacek,sybil.haag@hotmail.com,Female,FALSE,TRUE,113652,5
241-70-9070,Raleigh,Weber,brad.durgan@hotmail.com,Female,TRUE,TRUE,105316,1
366-49-7573,Elliot,White,clarice.bednar@hotmail.com,Female,FALSE,TRUE,64963,3
087-41-2732,Miyoko,Murazik,rowena.lindgren@gmail.com,Male,FALSE,TRUE,172462,1
809-84-0047,Maryrose,Heidenreich,lucinda.becker@gmail.com,Male,FALSE,TRUE,141922,5
141-58-4364,Johnnie,Hansen,tova.gibson@yahoo.com,Non-Binary,TRUE,TRUE,153994,2
835-22-2048,Grant,Kreiger,myron.erdman@gmail.com,Non-Binary,TRUE,FALSE,173292,1
661-49-9821,Kirby,Quigley,buford.flatley@yahoo.com,Male,TRUE,FALSE,146436,3
740-46-6680,Lucille,Beatty,therese.king@yahoo.com,Female,FALSE,FALSE,54452,0
068-57-2746,Arron,Deckow,ramon.braun@hotmail.com,Female,TRUE,FALSE,86599,3
296-88-6055,Kiley,Paucek,lauralee.davis@hotmail.com,Non-Binary,FALSE,FALSE,142730,1
101-59-7120,Zetta,Konopelski,ingrid.metz@gmail.com,Male,TRUE,FALSE,83481,0
665-91-7539,Isobel,Koelpin,kathryne.konopelski@hotmail.com,Non-Binary,TRUE,TRUE,140045,2
415-20-7239,Kelley,Jones,isidro.blanda@gmail.com,Male,TRUE,TRUE,150317,4
369-85-6566,So,Kris,angle.nolan@yahoo.com,Non-Binary,FALSE,TRUE,61909,1
